model_type,current_condition,selected_debate_id,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,use_distinct_agents,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,seed,convergence_cycle,speaking_mode,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs,homophily_strength
clustering,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.1,0.05,7128893484183252000.0,50,true,0.0,0.1278842291598917,0.00192568262629208,0.00234153563124953,2,3,0.09999999999999998,0.0,0.7
clustering,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.1,0.05,7043372089166577700.0,55,true,0.0,0.13268382558495886,0.00165393628817892,0.00182732736694478,2,3,0.09999999999999998,0.0,0.7
clustering,heterogeneous,55,2,2,0.5,0.4,0.2,0.2,true,0.1,0.0,0.1,0.05,7240713591891685400.0,20,true,0.0,0.1802586885591959,0.00000084946692618,0.00000057126221499,1,4,-0.2,0.0,0.5
clustering,heterogeneous,55,2,2,0.5,0.4,0.2,0.2,true,0.1,0.0,0.1,0.05,7139002048363152400.0,20,true,0.0,0.18008997080017242,0.00000111409458925,0.00000087834057467,1,4,-0.2,0.0,0.5
clustering,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.1,0.05,8636175130330607600.0,65,true,0.0,0.1378857277905737,0.00132251522789736,0.00144150095189132,2,3,0.09999999999999998,0.0,0.7
clustering,heterogeneous,55,2,2,0.5,0.4,0.2,0.2,true,0.1,0.0,0.1,0.05,8636175130330607600.0,20,true,0.0,0.18027962969160227,0.00000083989210919,0.0000005360357561,1,4,-0.2,0.0,0.5
clustering,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.1,0.05,1841142524168585220.0,65,true,0.0,0.13020273456412595,0.00150767925188088,0.00183223057543673,2,3,0.09999999999999998,0.0,0.7
clustering,heterogeneous,55,2,2,0.5,0.4,0.2,0.2,true,0.1,0.0,0.1,0.05,5702577027890589700.0,20,true,0.0,0.18016880347731862,0.00000096939679642,0.00000077940026547,1,4,-0.2,0.0,0.5
clustering,heterogeneous,55,2,2,0.5,0.4,0.2,0.2,true,0.1,0.0,0.1,0.05,4692690466958798800.0,25,true,0.0,0.18060262300963323,0.00000019037363967,0.00000016348501748,1,4,-0.2,0.0,0.5
clustering,heterogeneous,55,2,2,0.5,0.4,0.2,0.2,true,0.1,0.0,0.1,0.05,1841142524168585220.0,20,true,0.0,0.18017037108995926,0.00000092652631932,0.00000072602787009,1,4,-0.2,0.0,0.5
