model_type,current_condition,selected_debate_id,debate_label,current_experiment_id,use_distinct_agents,speaking_mode,pro_count,seed,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,convergence_cycle,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
bipolarization,heterogeneous,1,M3,bipol_dist_nospeak,true,false,0,7240713591891685400.0,0,0.3,0.1,0.7,0.2,0.1,0.3,0.2,0.0,15,0.01298893430105449,0.06078169370885415,0.00822848664108791,0.00536084099080894,3,3,0.6,0.0
bipolarization,homogeneous,12,H16,bipol_ndist_speak,false,true,0,8636175130330607600.0,0,0.3,0.1,0.7,0.1,0.05,0.1,0.1,0.05,15,0.00525953551287914,0.02676205842679019,0.00505963826466422,0.00499310772390123,2,2,0.6,0.0
clustering,heterogeneous,5,M22,clst_dist_nospeak,true,false,0,6905470370856337400.0,0,0.3,0.6,0.0,0.0,0.1,0.2,0.0,0.0,15,0.0128621661141594,0.1456626193912989,0.00051575831068828,0.00017889985696466,2,4,0.0,0.0
bipolarization,heterogeneous,1,M3,bipol_dist_nospeak,true,false,0,4692690466958798800.0,0,0.3,0.1,0.7,0.2,0.1,0.3,0.2,0.0,15,0.01298893430105449,0.06078169370885415,0.00822848664108791,0.00536084099080894,3,3,0.6,0.0
bipolarization,heterogeneous,11,M32,bipol_ndist_nospeak,false,false,0,8636175130330607600.0,0,0.3,0.4,0.8,0.1,0.05,0.1,0.1,0.05,15,0.01825134435490018,0.11030699482960198,0.00000369171355707,0.00000003887278616,1,5,0.4,0.0
bipolarization,heterogeneous,11,M32,bipol_ndist_nospeak,false,false,0,6905470370856337400.0,0,0.3,0.4,0.8,0.1,0.05,0.1,0.1,0.05,15,0.01825134435490018,0.11030699482960198,0.00000369171355707,0.00000003887278616,1,5,0.4,0.0
bipolarization,heterogeneous,3,M17,bipol_dist_speak,true,true,0,8636175130330607600.0,0,0.1,0.1,0.7,0.1,0.2,0.0,0.1,0.2,15,0.02156627616074153,0.03644006564168326,0.02416308640221751,0.02101673617360724,3,4,0.6,0.0
bipolarization,homogeneous,8,H6,bipol_ndist_nospeak,false,false,0,8636175130330607600.0,0,0.3,0.4,0.8,0.3,0.05,0.1,0.1,0.05,15,0.00799629200960219,0.03777838012483727,0.00000105073596964,0.00000000716616687,1,3,0.4,0.0
bipolarization,heterogeneous,2,M11,bipol_dist_speak,true,true,0,7139002048363152400.0,0,0.5,0.4,0.7,0.2,0.1,0.1,0.3,0.2,15,0.02762263629008065,0.1692628282566519,0.00000004768721125,0.00000000015172037,2,2,0.29999999999999993,0.0
clustering,heterogeneous,11,M32,clst_dist_speak,true,true,0,4692690466958798800.0,0,0.05,0.3,0.0,0.0,0.1,0.2,0.0,0.0,15,0.01825134435490018,0.04633824183231133,0.01242482001055451,0.00964244585416948,3,5,0.0,0.0
