model_type,current_condition,selected_debate_id,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,convergence_cycle,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
consensus,heterogeneous,51,3,3,0.5,0.6,0.5,0.1,1285926408638267390.0,15,0.1253914253014929,0.0006737483408922,0.00047727697078284,2,4,-0.09999999999999998,0.0
consensus,heterogeneous,51,3,3,0.5,0.6,0.5,0.1,5702577027890589700.0,15,0.1261406557996614,0.00052521940983897,0.00052152034751169,2,4,-0.09999999999999998,0.0
consensus,heterogeneous,51,3,3,0.5,0.6,0.5,0.1,6905470370856337400.0,15,0.12733409174016827,0.00060358873526738,0.00076865411177099,2,4,-0.09999999999999998,0.0
consensus,heterogeneous,51,3,3,0.5,0.6,0.5,0.1,4286360386944651300.0,15,0.11871481045596173,0.00092878420740551,0.00140933207077687,2,4,-0.09999999999999998,0.0
consensus,heterogeneous,51,3,3,0.5,0.6,0.5,0.1,8636175130330607600.0,15,0.1318705318489285,0.00058993794575702,0.00078622058606543,2,4,-0.09999999999999998,0.0
consensus,heterogeneous,51,3,3,0.5,0.6,0.5,0.1,7240713591891685400.0,15,0.13303426408504135,0.00044317505986411,0.00042233462240773,2,4,-0.09999999999999998,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,4692690466958798800.0,15,0.11189121903008847,0.00156598116647096,0.00119157380367616,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,8636175130330607600.0,15,0.10786209856470858,0.00191135635070823,0.00136781191132786,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,4398895106259038200.0,15,0.1094964505092691,0.0017790894720912,0.00124563320308342,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,8803618445054126100.0,15,0.1164125439937372,0.00129403359550945,0.0007140832961446,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,1285926408638267390.0,15,0.1077368389603223,0.00190931181055198,0.00147900393844325,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,6905470370856337400.0,15,0.11018348435539911,0.00186003693464266,0.00095660286005575,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,2787618399357031400.0,15,0.10956722389857118,0.00186425566984945,0.00102873110157466,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,1841142524168585220.0,15,0.11039688249905291,0.00173015146687396,0.00114064366292126,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,109591146466576384.0,15,0.11209626068051992,0.00154366658344412,0.00126750698984015,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,7128893484183252000.0,15,0.11297621476632824,0.00157523075244383,0.00085500717060541,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,4342572612484808700.0,15,0.111537309742424,0.00160869678435684,0.00119534401044778,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,4477927936947039200.0,15,0.11357017538046599,0.00152384105119904,0.00097524619742899,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,997606725876738050.0,15,0.10970521043351693,0.00182429726318823,0.00122342197286915,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,4286360386944651300.0,15,0.10819069994340276,0.00192348553155601,0.00129809560933986,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,5702577027890589700.0,15,0.11540403177194136,0.00136735994227506,0.0007587513713225,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,4910962305337055200.0,15,0.1089658363076005,0.00183579345679613,0.00128208486484155,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,7043372089166577700.0,15,0.11464035976675939,0.00152748394765557,0.00073278925248857,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,4490502852978390000.0,15,0.10743963970345118,0.00200963965303807,0.0011856068112521,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,115109577693645824.0,15,0.10698145938904645,0.00198575217066117,0.00145220020544306,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,360045816003429380.0,15,0.1142552843236228,0.00140103506206523,0.00096249095302955,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,3407647030800275500.0,15,0.1099052875187298,0.00180259260846134,0.00106253535623413,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,7924300342041792500.0,15,0.10886415227088825,0.00186318998420065,0.00115248667117821,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,4200730711560847400.0,15,0.10464304822362297,0.00218051788740005,0.00186987123121396,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,2595646474777646100.0,15,0.11686669437676367,0.00121105223109312,0.00081588864125842,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,22746047218290688.0,15,0.11139558699644612,0.00179034670752593,0.00089188527605854,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,1831297316135118850.0,15,0.11012372121559483,0.00185793566953797,0.00101709961379259,2,3,0.6000000000000001,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,6872698498072871900.0,15,0.11753107404813862,0.001223508364848,0.00065738848108908,2,3,0.6000000000000001,0.0
consensus,heterogeneous,37,3,3,0.3,0.8,0.5,0.3,7240713591891685400.0,15,0.09777814459440949,0.00001451763404267,0.00001169922922097,1,3,-0.30000000000000004,0.0
consensus,heterogeneous,36,2,2,0.1,0.2,0.8,0.2,256029315321952256.0,15,0.10787309608730268,0.00198677121884963,0.00129838190317084,2,3,0.6000000000000001,0.0
consensus,heterogeneous,37,3,3,0.3,0.8,0.5,0.3,4692690466958798800.0,15,0.09648020244044926,0.00002309370773615,0.0000147281440485,1,3,-0.30000000000000004,0.0
